,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_temp,Wind_speed
1,bluff,0.0,AU,1547353035.0,42.0,-23.58,149.07,91.98,10.92
2,santona,90.0,ES,1547350200.0,93.0,43.44,-3.46,48.2,5.82
3,lompoc,20.0,US,1547351760.0,89.0,34.64,-120.46,53.96,3.36
4,atuona,68.0,PF,1547353035.0,100.0,-9.8,-139.03,80.19,15.84
5,tuatapere,8.0,NZ,1547353036.0,86.0,-46.13,167.69,58.68,10.87
6,baoqing,0.0,CN,1547353036.0,56.0,46.32,132.2,20.16,3.53
7,mar del plata,0.0,AR,1547353037.0,48.0,-46.43,-67.52,55.98,5.99
8,komsomolskiy,68.0,RU,1547353037.0,82.0,67.55,63.78,5.22,15.17
9,ribeira grande,32.0,PT,1547353037.0,97.0,38.52,-28.7,62.01,21.39
10,punta arenas,75.0,CL,1547352000.0,65.0,-53.16,-70.91,46.4,31.09
11,hermanus,32.0,ZA,1547353038.0,81.0,-34.42,19.24,57.69,9.42
12,cabo san lucas,5.0,MX,1547350920.0,68.0,22.89,-109.91,68.0,3.36
13,saint george,20.0,GR,1547351400.0,86.0,39.45,22.34,33.8,3.38
14,nikolskoye,90.0,RU,1547350200.0,92.0,59.7,30.79,24.8,13.42
15,dikson,76.0,RU,1547353040.0,100.0,73.51,80.55,-14.86,31.9
16,newton,75.0,US,1547351700.0,85.0,41.7,-93.05,30.56,6.93
17,albany,75.0,US,1547351820.0,53.0,42.65,-73.75,17.06,5.82
18,garissa,0.0,KE,1547353041.0,83.0,-0.46,39.64,71.01,5.73
19,busselton,0.0,AU,1547353041.0,86.0,-33.64,115.35,72.36,18.07
20,hilo,90.0,US,1547351580.0,75.0,19.71,-155.08,73.04,3.36
21,saint-joseph,0.0,FR,1547352000.0,74.0,43.56,6.97,48.2,4.7
22,windhoek,0.0,NA,1547348400.0,83.0,-22.57,17.08,57.2,5.82
23,pasni,12.0,PK,1547353042.0,98.0,25.26,63.48,66.42,9.42
24,tamandare,76.0,BR,1547353043.0,96.0,-8.28,-70.75,71.01,2.53
25,sur,8.0,OM,1547353043.0,100.0,22.57,59.53,69.75,4.38
26,hailar,44.0,CN,1547353044.0,76.0,49.2,119.7,3.78,7.07
27,rikitea,80.0,PF,1547352982.0,99.0,-23.12,-134.97,79.29,13.6
28,avarua,75.0,CK,1547352000.0,83.0,-21.21,-159.78,80.6,6.93
29,sao joao da barra,48.0,BR,1547353044.0,96.0,-21.64,-41.05,79.38,14.67
30,petauke,92.0,ZM,1547353045.0,99.0,-14.25,31.33,66.24,4.88
31,palmer,0.0,AU,1547350200.0,9.0,-34.85,139.16,91.4,12.75
32,klaksvik,92.0,FO,1547351400.0,93.0,62.23,-6.59,41.0,13.87
33,tasiilaq,36.0,GL,1547351400.0,67.0,65.61,-37.64,17.6,3.36
34,belaya gora,48.0,RU,1547353046.0,0.0,68.54,146.19,-39.61,3.38
35,port elizabeth,90.0,US,1547351760.0,84.0,39.31,-74.98,26.96,4.7
36,los llanos de aridane,0.0,ES,1547350200.0,62.0,28.66,-17.92,59.0,8.05
37,alyangula,40.0,AU,1547348400.0,79.0,-13.85,136.42,86.0,12.75
38,vestmannaeyjar,36.0,IS,1547353048.0,100.0,63.44,-20.27,34.92,10.92
39,yellowknife,5.0,CA,1547348400.0,75.0,62.45,-114.38,-14.81,8.05
40,tutin,88.0,RS,1547353049.0,85.0,42.99,20.34,21.42,2.82
41,ponta do sol,32.0,BR,1547353049.0,88.0,-20.63,-46.0,67.23,3.38
42,gat,0.0,SN,1547350200.0,88.0,14.69,-16.54,69.8,12.75
43,neiafu,75.0,TO,1547352000.0,78.0,-18.65,-173.98,82.4,11.41
44,sogne,32.0,NO,1547351400.0,100.0,58.08,7.82,30.2,3.36
45,havre-saint-pierre,90.0,CA,1547348400.0,72.0,50.23,-63.6,15.8,9.17
46,muros,0.0,ES,1547350200.0,93.0,42.77,-9.06,39.2,5.82
47,acapulco,40.0,MX,1547351100.0,78.0,16.86,-99.88,80.6,5.82
48,cape town,20.0,ZA,1547352000.0,93.0,-33.93,18.42,62.6,10.29
49,upernavik,32.0,GL,1547353052.0,100.0,72.79,-56.15,-5.77,9.35
50,carnarvon,0.0,ZA,1547353052.0,94.0,-30.97,22.13,50.31,6.22
51,coihaique,0.0,CL,1547352000.0,70.0,-45.58,-72.07,46.4,2.24
52,mahebourg,40.0,MU,1547352000.0,70.0,-20.41,57.7,84.2,11.41
53,east london,0.0,ZA,1547352000.0,77.0,-33.02,27.91,68.0,6.93
54,mataura,76.0,NZ,1547353054.0,86.0,-46.19,168.86,59.49,8.75
55,cruzilia,0.0,BR,1547353054.0,87.0,-21.84,-44.81,67.59,9.91
56,ushuaia,75.0,AR,1547352000.0,70.0,-54.81,-68.31,44.6,29.97
57,katsuura,20.0,JP,1547352000.0,53.0,33.93,134.5,50.0,13.87
58,thompson,90.0,CA,1547350620.0,85.0,55.74,-97.86,14.0,8.05
59,serenje,92.0,ZM,1547353056.0,98.0,-13.23,30.22,64.89,10.42
60,lavrentiya,8.0,RU,1547353056.0,92.0,65.58,-170.99,-11.08,28.7
61,bonthe,44.0,SL,1547353056.0,83.0,7.53,-12.5,79.92,5.55
62,sao filipe,20.0,CV,1547353057.0,100.0,14.9,-24.5,71.28,9.08
63,kiunga,36.0,PG,1547353057.0,85.0,-6.12,141.3,81.99,2.48
64,adrar,0.0,DZ,1547348400.0,44.0,27.87,-0.29,37.4,9.17
65,puerto ayora,20.0,EC,1547353058.0,99.0,-0.74,-90.35,76.68,10.54
66,rawson,0.0,AR,1547353058.0,51.0,-43.3,-65.11,60.48,10.8
67,ancud,48.0,CL,1547352000.0,100.0,-41.87,-73.83,41.0,4.7
68,hobart,0.0,AU,1547350200.0,33.0,-42.88,147.33,71.6,16.11
69,myitkyina,0.0,MM,1547353059.0,76.0,25.38,97.4,62.82,2.71
70,erdenet,12.0,MN,1547353059.0,45.0,49.03,104.04,-3.79,6.22
71,jamestown,0.0,AU,1547353060.0,25.0,-33.21,138.6,89.46,9.24
72,minab,0.0,IR,1547352000.0,68.0,27.15,57.07,53.6,2.24
73,severo-kurilsk,80.0,RU,1547353061.0,95.0,50.68,156.12,33.3,17.36
74,mehamn,80.0,NO,1547353061.0,87.0,71.03,27.85,30.33,11.1
75,shemonaikha,36.0,KZ,1547353061.0,67.0,50.63,81.92,1.98,3.71
76,broken hill,0.0,AU,1547348400.0,15.0,-31.97,141.45,93.2,10.29
77,kaeo,92.0,NZ,1547353062.0,51.0,-35.1,173.78,77.31,9.8
78,faanui,92.0,PF,1547353063.0,100.0,-16.48,-151.75,82.44,22.32
79,inhambane,24.0,MZ,1547353063.0,98.0,-23.87,35.38,80.46,5.39
80,bredasdorp,24.0,ZA,1547352000.0,63.0,-34.53,20.04,64.4,10.29
81,saint-philippe,1.0,CA,1547351700.0,86.0,45.36,-73.48,3.2,2.98
82,vostok,0.0,RU,1547353065.0,64.0,46.45,135.83,16.29,3.04
83,isangel,64.0,VU,1547353065.0,100.0,-19.55,169.27,79.38,4.76
84,coahuayana,12.0,MX,1547353065.0,78.0,18.62,-100.35,62.46,2.48
85,damghan,0.0,IR,1547353066.0,73.0,36.17,54.34,21.33,2.53
86,flinders,32.0,AU,1547353066.0,75.0,-34.58,150.85,76.59,6.11
87,dobryanka,75.0,RU,1547350200.0,91.0,58.45,56.42,32.0,15.66
88,mazatlan,5.0,MX,1547350920.0,31.0,23.22,-106.42,73.4,4.7
89,nukus,40.0,UZ,1547350200.0,80.0,42.46,59.61,35.6,16.11
90,ucluelet,92.0,CA,1547353067.0,96.0,48.94,-125.55,45.54,2.08
91,bambous virieux,40.0,MU,1547352000.0,70.0,-20.34,57.76,84.2,11.41
92,fortuna,0.0,ES,1547350200.0,59.0,38.18,-1.13,41.0,9.17
93,hithadhoo,8.0,MV,1547353069.0,100.0,-0.6,73.08,81.36,5.21
94,nome,1.0,US,1547351700.0,65.0,30.04,-94.42,51.08,11.41
95,cairns,56.0,AU,1547350200.0,58.0,-16.92,145.77,87.8,17.22
96,lebu,0.0,ET,1547353069.0,53.0,8.96,38.73,30.06,2.98
97,port alfred,32.0,ZA,1547353070.0,92.0,-33.59,26.89,67.41,7.74
98,norman wells,40.0,CA,1547348400.0,65.0,65.28,-126.83,-36.41,6.93
99,qaanaaq,0.0,GL,1547353071.0,66.0,77.48,-69.36,-22.87,10.92
100,arraial do cabo,0.0,BR,1547353071.0,90.0,-22.97,-42.02,76.5,13.27
101,fairbanks,20.0,US,1547351880.0,73.0,64.84,-147.72,-18.05,4.32
102,souillac,90.0,FR,1547350200.0,93.0,45.6,-0.6,48.2,5.82
103,kutum,0.0,SD,1547353072.0,69.0,14.2,24.66,47.7,1.52
104,cedar city,90.0,US,1547351580.0,92.0,37.68,-113.06,26.96,3.36
105,broome,80.0,GB,1547351760.0,81.0,52.47,1.45,50.72,19.46
106,vaini,0.0,IN,1547348400.0,56.0,15.34,74.49,71.6,6.93
107,dibrugarh,0.0,IN,1547348400.0,77.0,27.48,94.9,60.8,5.82
108,tuktoyaktuk,20.0,CA,1547348400.0,66.0,69.44,-133.03,-31.01,10.29
109,savannah bight,80.0,HN,1547353074.0,100.0,16.45,-85.85,77.4,7.34
110,juegang,8.0,CN,1547353075.0,91.0,32.31,121.18,45.0,8.12
111,kano,0.0,NG,1547348400.0,33.0,11.99,8.53,62.6,5.82
112,torbay,90.0,CA,1547348400.0,92.0,47.66,-52.73,26.6,12.75
113,batticaloa,76.0,LK,1547353076.0,100.0,7.71,81.69,74.97,6.22
114,antalaha,24.0,MG,1547353076.0,98.0,-14.9,50.28,76.32,4.54
115,ornes,90.0,FR,1547352000.0,100.0,49.25,5.47,42.8,4.7
116,iqaluit,5.0,CA,1547348400.0,67.0,63.75,-68.52,-23.81,14.99
117,half moon bay,20.0,US,1547351760.0,61.0,37.46,-122.43,57.92,5.82
118,faya,0.0,SA,1547352000.0,76.0,18.39,42.45,53.6,6.93
119,keti bandar,0.0,PK,1547353079.0,100.0,24.14,67.45,65.61,13.33
120,joigny,92.0,FR,1547350200.0,93.0,47.98,3.4,46.4,14.99
121,provideniya,8.0,RU,1547353079.0,100.0,64.42,-173.23,-9.91,20.2
122,bethel,75.0,US,1547351760.0,82.0,60.79,-161.76,-2.03,19.46
123,melfi,40.0,IT,1547348100.0,79.0,41.0,15.66,28.4,17.22
124,balikpapan,56.0,ID,1547353081.0,100.0,-1.24,116.86,81.36,1.36
125,ilulissat,75.0,GL,1547351400.0,48.0,69.22,-51.1,-7.61,2.24
126,barrow,88.0,AR,1547353082.0,97.0,-38.31,-60.23,63.54,10.13
127,kavieng,48.0,PG,1547353082.0,100.0,-2.57,150.8,82.98,11.77
128,ahipara,68.0,NZ,1547353083.0,69.0,-35.17,173.16,73.35,10.36
129,tiksi,24.0,RU,1547353083.0,48.0,71.64,128.87,-29.44,3.83
130,khatanga,64.0,RU,1547353083.0,49.0,71.98,102.47,-29.53,7.11
131,herat,0.0,AF,1547351700.0,60.0,34.35,62.22,32.0,2.24
132,ahuimanu,1.0,US,1547351820.0,58.0,21.44,-157.84,78.08,5.82
133,powell,90.0,US,1547351700.0,92.0,40.16,-83.08,30.02,8.05
134,alofi,48.0,NU,1547352000.0,74.0,-19.06,-169.92,82.4,14.99
135,mantua,5.0,IT,1547351700.0,100.0,45.16,10.79,28.4,2.24
136,pangkalanbuun,20.0,ID,1547353171.0,90.0,-2.68,111.62,84.69,5.84
137,snezhnogorsk,75.0,RU,1547350200.0,92.0,69.19,33.23,17.6,2.24
138,henties bay,48.0,NA,1547353086.0,100.0,-22.12,14.28,59.4,0.25
139,touros,75.0,BR,1547352000.0,88.0,-5.2,-35.46,77.0,3.36
140,new norfolk,0.0,AU,1547350200.0,33.0,-42.78,147.06,71.6,16.11
141,carutapera,92.0,BR,1547353087.0,96.0,-1.2,-46.02,76.59,6.73
142,hobyo,88.0,SO,1547353088.0,79.0,5.35,48.53,76.41,18.14
143,san-pedro,12.0,CI,1547353088.0,96.0,4.75,-6.64,76.41,5.88
144,dzilam gonzalez,0.0,MX,1547353088.0,65.0,21.28,-88.93,70.29,5.99
145,kapaa,1.0,US,1547351760.0,70.0,22.08,-159.32,77.0,4.7
146,sola,75.0,NO,1547351400.0,87.0,58.89,5.65,44.6,13.87
147,santa cruz,1.0,US,1547352000.0,79.0,36.97,-122.03,55.94,6.93
148,new richmond,1.0,CA,1547348400.0,71.0,48.17,-65.87,6.8,12.75
149,leningradskiy,20.0,RU,1547353091.0,100.0,69.38,178.42,-17.65,8.63
150,tahe,48.0,CN,1547353092.0,64.0,52.34,124.71,-0.64,3.49
151,sinnamary,56.0,GF,1547353092.0,95.0,5.38,-52.96,78.57,10.36
152,wad rawah,0.0,SD,1547353092.0,75.0,15.16,33.13,60.84,3.87
153,rongcheng,0.0,CN,1547353092.0,64.0,37.16,122.42,43.29,4.72
154,sarandi,80.0,BR,1547353093.0,97.0,-27.94,-52.92,69.21,7.74
155,kaitangata,100.0,NZ,1547353093.0,100.0,-46.28,169.85,56.07,5.06
156,vao,12.0,EE,1547353093.0,86.0,59.1,26.19,14.85,4.5
157,whithorn,20.0,JM,1547352000.0,73.0,18.26,-78.04,77.0,1.12
158,portland,40.0,US,1547351580.0,55.0,45.52,-122.67,46.94,17.22
159,avera,90.0,US,1547351700.0,60.0,33.19,-82.53,51.8,6.93
160,saint anthony,20.0,US,1547351760.0,79.0,43.97,-111.68,8.96,5.82
161,tilichiki,0.0,RU,1547353095.0,67.0,60.47,166.1,-9.28,2.86
162,port blair,0.0,IN,1547353096.0,98.0,11.67,92.75,83.25,12.77
163,codrington,40.0,AU,1547348400.0,45.0,-28.95,153.24,89.6,12.75
164,allahganj,0.0,IN,1547353096.0,85.0,27.55,79.69,52.92,3.53
165,boddam,44.0,GB,1547351400.0,76.0,57.47,-1.78,51.8,19.46
166,saskylakh,0.0,RU,1547353097.0,0.0,71.97,114.09,-55.9,4.27
167,hambantota,90.0,LK,1547349000.0,94.0,6.12,81.12,77.0,8.05
168,mechanicsville,90.0,US,1547351760.0,88.0,37.62,-77.34,31.82,5.82
169,pijijiapan,80.0,MX,1547353098.0,92.0,15.69,-93.21,69.39,1.86
170,sao gabriel da cachoeira,32.0,BR,1547353098.0,88.0,-0.13,-67.09,76.86,2.71
171,sitka,20.0,US,1547353099.0,91.0,37.17,-99.65,28.26,9.31
172,tabas,0.0,IR,1547352000.0,45.0,33.6,56.92,32.0,2.24
173,mackay,75.0,CA,1547348400.0,86.0,53.65,-115.58,30.2,6.93
174,shelburne,1.0,CA,1547348400.0,100.0,44.08,-80.2,17.6,8.08
175,cavalcante,20.0,BR,1547353100.0,90.0,-13.79,-47.46,67.86,2.26
176,chokurdakh,80.0,RU,1547353101.0,37.0,70.62,147.9,-24.22,8.23
177,mangrol,0.0,IN,1547353101.0,80.0,25.33,76.51,52.47,2.82
178,tarakan,40.0,ID,1547350200.0,66.0,3.3,117.63,86.0,6.93
179,kuala pilah,75.0,MY,1547350200.0,62.0,2.74,102.25,87.8,3.36
180,forest grove,1.0,US,1547351760.0,88.0,45.52,-123.11,46.94,3.36
181,kinkala,48.0,CG,1547352000.0,88.0,-4.35,14.75,75.2,1.12
182,san carlos de bariloche,0.0,AR,1547352000.0,75.0,-41.13,-71.31,46.4,6.93
183,ampanihy,76.0,MG,1547353103.0,92.0,-24.69,44.75,71.46,3.04
184,tha rua,0.0,TH,1547353103.0,62.0,14.56,100.72,85.77,7.4
185,pevek,0.0,RU,1547353104.0,71.0,69.7,170.27,-23.68,4.72
186,sechura,0.0,PE,1547353104.0,78.0,-5.56,-80.82,74.34,12.82
187,kachiry,0.0,KZ,1547353104.0,37.0,53.07,76.1,-10.81,8.41
188,mago,0.0,RU,1547353105.0,57.0,53.27,140.15,2.79,2.75
189,belmonte,0.0,PT,1547353105.0,81.0,40.36,-7.35,28.17,5.88
190,kendari,12.0,ID,1547353106.0,78.0,-3.99,122.52,87.3,3.49
191,vagay,80.0,RU,1547353106.0,77.0,57.94,69.02,12.96,12.88
192,castro,0.0,CL,1547352000.0,100.0,-42.48,-73.76,41.0,4.7
193,sukumo,0.0,JP,1547353107.0,88.0,32.94,132.72,53.46,6.33
194,anadyr,0.0,RU,1547352000.0,68.0,64.73,177.51,-16.61,8.95
195,wabana,90.0,CA,1547348400.0,92.0,47.63,-52.95,26.6,12.75
196,samfya,56.0,ZM,1547353108.0,100.0,-11.37,29.56,65.88,7.85
197,bealanana,56.0,MG,1547353108.0,94.0,-14.54,48.75,62.64,2.48
198,colares,0.0,PT,1547350200.0,75.0,38.8,-9.45,44.6,6.93
199,narsaq,80.0,GL,1547351400.0,84.0,60.91,-46.05,32.0,10.29
200,grand gaube,40.0,MU,1547352000.0,70.0,-20.01,57.66,84.2,11.41
201,zottegem,75.0,BE,1547351700.0,93.0,50.87,3.81,48.2,12.75
202,shirdi,0.0,IN,1547353110.0,66.0,19.77,74.48,57.51,2.82
203,georgetown,20.0,GY,1547352000.0,100.0,6.8,-58.16,71.6,4.7
204,bella union,44.0,CO,1547353111.0,94.0,8.5,-73.35,61.83,1.97
205,sovetskiy,80.0,RU,1547353111.0,85.0,56.76,48.47,8.46,10.92
206,aksay,75.0,RU,1547352000.0,92.0,47.27,39.86,30.2,6.71
207,ternate,75.0,PH,1547352000.0,66.0,14.29,120.72,84.2,13.87
208,kruisfontein,0.0,ZA,1547353113.0,92.0,-34.0,24.73,60.66,6.89
209,paso de carrasco,0.0,UY,1547352000.0,83.0,-34.86,-56.05,69.8,10.29
210,pleasanton,1.0,US,1547351760.0,80.0,37.66,-121.87,59.0,4.7
211,muli,0.0,IN,1547353114.0,86.0,22.62,71.45,54.09,2.86
212,sumoto,20.0,JP,1547352000.0,53.0,34.35,134.9,51.8,6.93
213,guerrero negro,64.0,MX,1547353114.0,95.0,27.97,-114.04,57.42,4.05
214,porto novo,40.0,BR,1547352000.0,94.0,-23.68,-45.44,71.6,3.36
215,prince rupert,90.0,CA,1547349600.0,93.0,54.32,-130.32,44.6,3.36
216,vardo,90.0,US,1547352000.0,92.0,39.62,-77.74,30.2,4.99
217,charters towers,20.0,AU,1547353116.0,68.0,-20.07,146.27,85.95,9.91
218,lagoa,0.0,PT,1547350200.0,61.0,37.14,-8.45,46.4,6.93
219,toora-khem,0.0,RU,1547353116.0,66.0,52.47,96.11,-11.62,2.26
220,locri,40.0,IT,1547348100.0,53.0,38.24,16.26,50.0,6.93
221,vila velha,75.0,BR,1547352000.0,83.0,-3.71,-38.6,80.6,5.82
222,shimoda,20.0,JP,1547352000.0,53.0,34.7,138.93,51.8,16.11
223,chuzhou,24.0,CN,1547353118.0,87.0,32.25,118.33,44.64,4.5
224,mildura,0.0,AU,1547348400.0,16.0,-34.18,142.16,91.4,9.17
225,kodiak,90.0,US,1547351700.0,92.0,39.95,-94.76,32.0,13.87
226,san patricio,8.0,PY,1547353119.0,95.0,-26.98,-56.83,74.88,3.87
227,praia,64.0,BR,1547353119.0,96.0,-20.25,-43.81,63.99,3.53
228,naguabo,20.0,PR,1547351760.0,76.0,18.21,-65.73,75.92,10.29
229,tual,80.0,ID,1547353120.0,100.0,-5.67,132.75,83.16,13.78
230,mirganj,0.0,IN,1547353120.0,79.0,26.37,84.34,55.98,2.98
231,namtsy,8.0,RU,1547352000.0,57.0,62.72,129.66,-43.61,4.47
232,duiwelskloof,8.0,ZA,1547353121.0,84.0,-23.69,30.14,68.76,5.99
233,emilio carranza,100.0,MX,1547353122.0,97.0,19.97,-96.61,66.33,1.7
234,green valley,90.0,US,1547351760.0,88.0,40.41,-89.64,30.56,19.46
235,seoul,0.0,KR,1547352000.0,30.0,37.57,126.98,42.8,2.24
236,royan,90.0,FR,1547350200.0,93.0,45.62,-1.03,48.2,5.82
237,torquay,24.0,GB,1547353123.0,99.0,50.47,-3.52,49.14,20.2
238,maniitsoq,44.0,GL,1547353124.0,100.0,65.42,-52.9,6.84,5.84
239,sao jose da coroa grande,92.0,BR,1547353124.0,100.0,-8.9,-35.15,73.89,5.1
240,baruun-urt,20.0,MN,1547353124.0,71.0,46.68,113.28,6.57,10.13
241,roald,92.0,NO,1547351400.0,86.0,62.58,6.12,41.0,16.11
242,butaritari,56.0,KI,1547353125.0,100.0,3.07,172.79,82.98,7.56
243,nikolayevsk-na-amure,0.0,RU,1547353125.0,64.0,53.14,140.72,9.09,8.57
244,vaitape,76.0,PF,1547353126.0,100.0,-16.52,-151.75,81.54,23.73
245,dunedin,64.0,NZ,1547352981.0,94.0,-45.87,170.5,59.76,4.72
246,hasaki,20.0,JP,1547352000.0,37.0,35.73,140.83,50.0,12.75
247,fare,100.0,PF,1547353127.0,100.0,-16.7,-151.02,82.44,23.55
248,pokhara,0.0,NP,1547353127.0,52.0,28.21,83.99,45.18,3.6
249,clyde river,1.0,CA,1547352000.0,73.0,70.47,-68.59,-34.61,5.82
250,ketchikan,90.0,US,1547351760.0,92.0,55.34,-131.65,48.92,5.82
251,padang,20.0,ID,1547350200.0,74.0,-0.92,100.36,86.0,4.7
252,dingle,48.0,PH,1547353129.0,72.0,11.0,122.67,81.99,14.05
253,lata,92.0,IN,1547353130.0,100.0,30.78,78.62,32.04,1.59
254,ostrovnoy,64.0,RU,1547353131.0,90.0,68.05,39.51,20.34,10.76
255,chapais,90.0,CA,1547348400.0,77.0,49.78,-74.86,-2.21,6.93
256,airai,12.0,TL,1547353132.0,51.0,-8.93,125.41,87.93,1.97
257,hualmay,0.0,PE,1547353132.0,95.0,-11.1,-77.61,64.62,6.29
258,chuy,88.0,UY,1547353132.0,90.0,-33.69,-53.46,70.2,12.03
259,imeni poliny osipenko,64.0,RU,1547353133.0,73.0,52.42,136.49,-10.81,3.83
260,fort nelson,90.0,CA,1547348400.0,77.0,58.81,-122.69,1.4,6.93
261,illapel,36.0,CL,1547353133.0,99.0,-31.63,-71.17,54.99,3.2
262,fort abbas,56.0,PK,1547353005.0,96.0,29.19,72.85,51.39,4.83
263,sioux lookout,90.0,CA,1547348400.0,85.0,50.1,-91.92,17.6,6.93
264,lorengau,76.0,PG,1547353134.0,99.0,-2.02,147.27,83.43,13.44
265,maceio,40.0,BR,1547348400.0,88.0,-9.67,-35.74,73.4,4.7
266,mosquera,40.0,CO,1547352000.0,87.0,4.71,-74.23,51.8,4.7
267,kedrovyy,0.0,RU,1547352000.0,83.0,56.17,91.82,-14.81,2.24
268,dekar,0.0,BW,1547353136.0,52.0,-21.53,21.93,62.37,2.82
269,abha,0.0,SA,1547352000.0,76.0,18.22,42.5,53.6,6.93
270,kinsale,75.0,IE,1547352000.0,87.0,51.71,-8.52,46.4,17.22
271,san quintin,0.0,PH,1547353137.0,62.0,17.54,120.52,79.11,3.53
272,kolyshley,76.0,RU,1547353137.0,83.0,52.7,44.54,10.62,10.87
273,poddorye,68.0,RU,1547353138.0,97.0,57.47,31.12,20.52,7.9
274,hamilton,75.0,BM,1547351700.0,72.0,32.3,-64.78,60.8,6.93
275,lesnoy,68.0,RU,1547353139.0,82.0,59.78,52.13,14.22,5.55
276,aklavik,20.0,CA,1547348400.0,66.0,68.22,-135.01,-32.81,3.36
277,lambarene,92.0,GA,1547353140.0,100.0,-0.7,10.22,72.0,2.3
278,westport,92.0,IE,1547352935.0,95.0,53.8,-9.52,48.69,19.82
279,pataskala,90.0,US,1547351700.0,88.0,40.0,-82.67,30.2,4.7
280,talnakh,68.0,RU,1547353141.0,46.0,69.49,88.39,-28.99,14.05
281,aswan,24.0,EG,1547353141.0,95.0,24.09,32.9,47.07,2.75
282,cidreira,64.0,BR,1547353141.0,90.0,-30.17,-50.22,73.62,13.94
283,garden city,90.0,US,1547351760.0,53.0,40.73,-73.63,33.08,8.05
284,barcelona,0.0,ES,1547350200.0,100.0,41.38,2.18,39.2,14.99
285,constitucion,5.0,MX,1547347380.0,43.0,23.99,-104.67,55.4,9.17
286,inta,80.0,RU,1547353143.0,76.0,66.04,60.13,12.96,3.98
287,la ronge,75.0,CA,1547348400.0,79.0,55.1,-105.3,19.4,5.82
288,dwarka,40.0,IN,1547350200.0,82.0,28.58,77.04,57.2,3.36
289,svirstroy,44.0,RU,1547353145.0,88.0,60.8,33.72,21.69,7.34
290,petropavlovsk-kamchatskiy,76.0,RU,1547352000.0,50.0,53.05,158.65,30.2,2.24
291,te anau,32.0,NZ,1547353145.0,48.0,-45.41,167.72,61.74,7.34
292,nanortalik,92.0,GL,1547353146.0,94.0,60.14,-45.24,30.06,20.38
293,morgan city,1.0,US,1547351760.0,96.0,29.7,-91.21,57.92,9.17
294,vila franca do campo,75.0,PT,1547350200.0,72.0,37.72,-25.43,59.0,6.93
295,havelock,90.0,US,1547351880.0,95.0,34.88,-76.9,44.06,10.29
296,comodoro rivadavia,0.0,AR,1547352000.0,25.0,-45.87,-67.48,62.6,10.29
297,saint augustine,20.0,TT,1547352000.0,83.0,10.65,-61.4,73.4,10.13
298,morondava,76.0,MG,1547353148.0,100.0,-20.3,44.28,77.31,3.76
299,batagay,8.0,RU,1547353148.0,0.0,67.65,134.64,-55.27,2.82
300,taksimo,32.0,RU,1547353149.0,51.0,56.36,114.84,-19.63,0.51
301,anicuns,48.0,BR,1547353149.0,89.0,-16.46,-49.96,66.69,4.32
302,scarborough,92.0,GB,1547351400.0,81.0,54.28,-0.41,51.8,17.22
303,taoudenni,0.0,ML,1547353150.0,28.0,22.68,-3.98,45.72,13.6
304,nave,5.0,IT,1547351700.0,100.0,45.59,10.29,28.4,2.24
305,shitanjing,0.0,CN,1547353151.0,58.0,39.23,106.34,20.34,1.3
306,middleton,90.0,CA,1547348400.0,85.0,44.94,-65.07,14.0,9.17
307,kabin buri,44.0,TH,1547352999.0,45.0,13.95,101.72,89.28,5.1
308,haines junction,36.0,CA,1547353152.0,26.0,60.75,-137.51,-20.35,2.08
309,port macquarie,0.0,AU,1547348400.0,40.0,-31.43,152.91,86.0,14.99
310,tuy hoa,76.0,VN,1547352878.0,98.0,13.08,109.3,74.52,12.03
311,cherdyn,80.0,RU,1547353153.0,86.0,60.4,56.48,17.19,6.73
312,solano,0.0,PH,1547353153.0,64.0,16.52,121.18,73.8,3.27
313,longyearbyen,20.0,NO,1547351400.0,55.0,78.22,15.63,6.8,13.87
314,salta,75.0,AR,1547352000.0,88.0,-24.79,-65.41,66.2,3.36
315,ossora,0.0,RU,1547353154.0,90.0,59.24,163.07,3.78,4.99
316,moose factory,1.0,CA,1547348400.0,83.0,51.26,-80.61,-14.81,3.36
317,nizwa,64.0,OM,1547353155.0,74.0,22.93,57.53,54.9,2.37
318,tessalit,0.0,ML,1547353155.0,30.0,20.2,1.01,43.02,9.24
319,limbang,75.0,BN,1547350200.0,79.0,4.75,115.01,86.0,6.93
320,shenjiamen,24.0,CN,1547353156.0,100.0,29.96,122.3,47.07,15.05
321,graaff-reinet,0.0,ZA,1547353156.0,60.0,-32.25,24.53,58.41,4.54
322,parrita,0.0,CR,1547352000.0,60.0,9.52,-84.33,68.0,17.22
323,eureka,1.0,US,1547351700.0,100.0,40.8,-124.16,51.08,11.41
